# 3D point list with one line of data per point:
# POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 2000, mean track length: 0
893 0.062174404 0.057828212 0.278341802 128 128 128 1.0
894 -0.051437142 -0.085092951 0.307392333 128 128 128 1.0
895 -0.087340164 -0.052775201 0.333302253 128 128 128 1.0
896 -0.080045909 -0.113527768 0.241082918 128 128 128 1.0
897 0.036313689 0.004779723 0.432075226 128 128 128 1.0
898 0.083555137 -0.027251114 0.403603486 128 128 128 1.0
899 -0.115241644 0.182641883 0.445632344 128 128 128 1.0
900 -0.017202672 -0.093055955 0.380403886 128 128 128 1.0
901 -0.149605882 -0.062344195 0.409900605 128 128 128 1.0
902 0.006035920 -0.039277178 0.426059166 128 128 128 1.0
903 -0.083090721 0.022776049 0.310169160 128 128 128 1.0
904 -0.067789637 0.037071661 0.270569645 128 128 128 1.0
905 0.152160516 -0.046777348 0.509185599 128 128 128 1.0
906 -0.087517663 0.048476113 0.254033945 128 128 128 1.0
907 -0.107289385 0.012776427 0.404204706 128 128 128 1.0
908 -0.101941036 0.094731765 0.286192079 128 128 128 1.0
909 0.010497815 0.030382309 0.397574535 128 128 128 1.0
910 -0.143824976 0.129485009 0.394943448 128 128 128 1.0
911 -0.034047478 -0.081932312 0.214474278 128 128 128 1.0
912 -0.108913857 0.043595078 0.322714137 128 128 128 1.0
913 -0.090521276 -0.042154797 0.475129003 128 128 128 1.0
914 -0.026453992 -0.046755860 0.458048485 128 128 128 1.0
915 0.036951335 0.003542466 0.301377449 128 128 128 1.0
916 -0.124192863 -0.093643402 0.311563072 128 128 128 1.0
917 -0.017570056 0.028499383 0.394141178 128 128 128 1.0
918 0.017833725 0.017632680 0.269398025 128 128 128 1.0
919 -0.172380395 -0.041670066 0.273668062 128 128 128 1.0
920 -0.052210156 -0.021964318 0.250511434 128 128 128 1.0
921 -0.088840834 -0.008025365 0.359261642 128 128 128 1.0
922 -0.052479862 0.039862806 0.332443623 128 128 128 1.0
923 -0.081593047 0.003258453 0.500593087 128 128 128 1.0
924 -0.053994096 0.093291180 0.460222071 128 128 128 1.0
925 0.119852928 -0.065810241 0.511229915 128 128 128 1.0
926 0.009307957 -0.020303113 0.331572167 128 128 128 1.0
927 0.048125883 0.004090203 0.335848266 128 128 128 1.0
928 0.102687113 -0.057821014 0.266548486 128 128 128 1.0
929 0.063448408 0.056287790 0.437518203 128 128 128 1.0
930 -0.085775981 0.086511317 0.388561706 128 128 128 1.0
931 0.141006035 -0.099863013 0.367459228 128 128 128 1.0
932 -0.022205394 -0.127181274 0.292808965 128 128 128 1.0
933 0.090165132 -0.037516854 0.292192196 128 128 128 1.0
934 0.069460831 0.079110134 0.428942716 128 128 128 1.0
935 -0.063175470 -0.004640700 0.432452731 128 128 128 1.0
936 -0.052482730 -0.059946494 0.416258558 128 128 128 1.0
937 0.124987896 -0.092165980 0.142194527 128 128 128 1.0
938 -0.116025316 -0.080996196 0.338985864 128 128 128 1.0
939 0.049267937 -0.011720095 0.293972839 128 128 128 1.0
940 0.012269575 -0.076949740 0.346246373 128 128 128 1.0
941 -0.051325477 0.214427455 0.415342955 128 128 128 1.0
942 -0.066801154 -0.079754737 0.314945743 128 128 128 1.0
943 -0.131590010 -0.058439557 0.290941831 128 128 128 1.0
944 0.070714055 -0.034128025 0.286756338 128 128 128 1.0
945 -0.107237267 -0.094131084 0.344691516 128 128 128 1.0
946 -0.017210328 0.090740130 0.299669551 128 128 128 1.0
947 0.084734743 0.020570105 0.349629145 128 128 128 1.0
948 -0.160664341 -0.103204655 0.409314308 128 128 128 1.0
949 0.111825589 0.016515904 0.411002185 128 128 128 1.0
950 -0.032617771 -0.029708074 0.296962990 128 128 128 1.0
951 0.077975902 0.027423791 0.331266455 128 128 128 1.0
952 -0.026271301 0.044520447 0.375849244 128 128 128 1.0
953 -0.066563357 0.137278870 0.370562314 128 128 128 1.0
954 0.000838328 0.118182854 0.431921360 128 128 128 1.0
955 -0.007037349 0.042878814 0.264401734 128 128 128 1.0
956 -0.051267434 -0.180826516 0.447629362 128 128 128 1.0
957 -0.151872917 0.054502019 0.283545849 128 128 128 1.0
958 -0.078317717 -0.015602470 0.371312974 128 128 128 1.0
959 0.048968518 0.141730535 0.378689125 128 128 128 1.0
960 0.070495629 -0.047879121 0.407097705 128 128 128 1.0
961 0.012261500 -0.037054736 0.342321655 128 128 128 1.0
962 -0.004964408 0.015289540 0.382111294 128 128 128 1.0
963 -0.040711230 -0.059261876 0.409797727 128 128 128 1.0
964 -0.135724081 -0.049456532 0.474209408 128 128 128 1.0
965 -0.216575815 -0.055444162 0.405017551 128 128 128 1.0
966 -0.132025696 0.207851370 0.142927714 128 128 128 1.0
967 0.114924756 0.124587309 0.423308189 128 128 128 1.0
968 -0.017726846 0.028574256 0.278220009 128 128 128 1.0
969 0.064745973 -0.089589193 0.328090085 128 128 128 1.0
970 0.079699942 -0.089144233 0.320858515 128 128 128 1.0
971 0.013141186 -0.107343067 0.443149800 128 128 128 1.0
972 0.027261927 -0.121247198 0.346242468 128 128 128 1.0
973 -0.062026814 -0.052604637 0.356139584 128 128 128 1.0
974 -0.056775274 0.077160930 0.293627318 128 128 128 1.0
975 0.078536788 -0.003500756 0.418461495 128 128 128 1.0
976 -0.043306773 -0.040422716 0.257802777 128 128 128 1.0
977 0.046238306 0.075023620 0.519535085 128 128 128 1.0
978 0.103242201 0.019982454 0.333122358 128 128 128 1.0
979 0.031096280 -0.002219017 0.467078120 128 128 128 1.0
980 0.075515518 -0.066940891 0.294989557 128 128 128 1.0
981 0.109382552 0.024646411 0.331459266 128 128 128 1.0
982 0.094906893 -0.031007529 0.327617959 128 128 128 1.0
983 -0.036893723 -0.156933801 0.419140559 128 128 128 1.0
984 -0.096726757 -0.045495418 0.290490249 128 128 128 1.0
985 0.058159248 -0.005486623 0.351233324 128 128 128 1.0
986 -0.134356784 -0.006994964 0.231893352 128 128 128 1.0
987 0.024575760 0.029337839 0.348608201 128 128 128 1.0
988 0.163451495 0.042218313 0.397665934 128 128 128 1.0
989 0.011384908 -0.015420646 0.427273461 128 128 128 1.0
990 0.088115963 -0.104092829 0.434359168 128 128 128 1.0
991 0.041105856 0.076856006 0.387294302 128 128 128 1.0
992 -0.099541578 -0.093833316 0.495967242 128 128 128 1.0
993 0.020193909 -0.113380440 0.377850560 128 128 128 1.0
994 -0.028969888 -0.147473116 0.166784946 128 128 128 1.0
995 -0.128213336 0.021743403 0.346154223 128 128 128 1.0
996 -0.019932735 0.022774252 0.398090434 128 128 128 1.0
997 -0.168200595 -0.024092095 0.283766828 128 128 128 1.0
998 -0.098655598 -0.043776102 0.340170232 128 128 128 1.0
999 -0.021308517 -0.116373385 0.311348039 128 128 128 1.0
1000 0.161266631 -0.084364388 0.215032562 128 128 128 1.0
1001 0.022019326 0.047730253 0.387123528 128 128 128 1.0
1002 -0.089577403 0.079847594 0.287173425 128 128 128 1.0
1003 -0.090790116 -0.048678202 0.341303959 128 128 128 1.0
1004 0.057127314 0.049906546 0.348200058 128 128 128 1.0
1005 0.074632444 0.006519166 0.421678712 128 128 128 1.0
1006 -0.112309504 -0.125933919 0.412057636 128 128 128 1.0
1007 -0.111206596 -0.024121536 0.342151780 128 128 128 1.0
1008 -0.039036067 -0.036279158 0.461410124 128 128 128 1.0
1009 -0.202368121 0.070709891 0.533613787 128 128 128 1.0
1010 0.001886765 -0.001517984 0.408109664 128 128 128 1.0
1011 0.146308363 -0.095043916 0.357015147 128 128 128 1.0
1012 -0.014897322 0.044750502 0.362734936 128 128 128 1.0
1013 0.052772249 -0.033730615 0.353920172 128 128 128 1.0
1014 -0.053627390 -0.053143240 0.338676813 128 128 128 1.0
1015 -0.011360792 -0.093798699 0.475604670 128 128 128 1.0
1016 -0.010806727 -0.110696061 0.438122767 128 128 128 1.0
1017 -0.059862626 0.040662507 0.348638642 128 128 128 1.0
1018 0.020049298 0.013681687 0.303986578 128 128 128 1.0
1019 0.003275703 0.162647364 0.170991532 128 128 128 1.0
1020 0.005276569 0.034798518 0.265818279 128 128 128 1.0
1021 -0.109627844 0.172713273 0.320279701 128 128 128 1.0
1022 0.166319613 0.042861065 0.356091285 128 128 128 1.0
1023 0.038077641 0.050800436 0.444372418 128 128 128 1.0
1024 0.034865268 0.011568850 0.364103001 128 128 128 1.0
1025 0.108153066 0.065357459 0.269838276 128 128 128 1.0
1026 -0.050850304 0.026459906 0.300166294 128 128 128 1.0
1027 -0.030118962 -0.076473567 0.329068571 128 128 128 1.0
1028 0.033890211 0.079612929 0.350738476 128 128 128 1.0
1029 0.165988002 -0.006113071 0.605473853 128 128 128 1.0
1030 0.080132167 0.039737795 0.310077308 128 128 128 1.0
1031 -0.225959522 -0.012410529 0.364257464 128 128 128 1.0
1032 0.153796256 -0.110379964 0.502470909 128 128 128 1.0
1033 -0.020099552 0.057924550 0.146812287 128 128 128 1.0
1034 0.011122431 -0.027498564 0.404594353 128 128 128 1.0
1035 0.007298023 -0.091379170 0.425759011 128 128 128 1.0
1036 0.055570299 0.047741456 0.430713229 128 128 128 1.0
1037 0.088077395 -0.001744934 0.241387402 128 128 128 1.0
1038 -0.110796982 0.107980099 0.406835795 128 128 128 1.0
1039 0.008162348 -0.034771860 0.352524568 128 128 128 1.0
1040 0.001983537 -0.026940697 0.294078006 128 128 128 1.0
1041 0.173145348 0.018284795 0.301535631 128 128 128 1.0
1042 -0.104164931 -0.058055494 0.407578118 128 128 128 1.0
1043 0.060670697 -0.017468284 0.354136856 128 128 128 1.0
1044 -0.024404198 -0.088626904 0.454134899 128 128 128 1.0
1045 0.029810825 0.198108420 0.289506377 128 128 128 1.0
1046 -0.011002669 0.070637617 0.330392422 128 128 128 1.0
1047 -0.111015602 -0.075909570 0.358060005 128 128 128 1.0
1048 0.027469386 -0.007568426 0.430278810 128 128 128 1.0
1049 0.079421243 0.025822332 0.352151352 128 128 128 1.0
1050 -0.020231386 0.044082011 0.423570073 128 128 128 1.0
1051 0.004848385 0.035999859 0.324054945 128 128 128 1.0
1052 -0.112923966 -0.080076348 0.411261280 128 128 128 1.0
1053 0.035760241 0.127217094 0.354487874 128 128 128 1.0
1054 0.069181899 0.105841354 0.429556013 128 128 128 1.0
1055 -0.048683756 -0.014765266 0.360381819 128 128 128 1.0
1056 -0.078869495 0.037943081 0.431919080 128 128 128 1.0
1057 -0.038468392 0.157804337 0.326742084 128 128 128 1.0
1058 -0.016236638 -0.019062308 0.293337916 128 128 128 1.0
1059 0.033428653 0.001602070 0.482909749 128 128 128 1.0
1060 0.048584794 0.043015159 0.332276972 128 128 128 1.0
1061 -0.113138617 -0.007160272 0.281976645 128 128 128 1.0
1062 0.076147461 -0.002435431 0.483259428 128 128 128 1.0
1063 0.058824825 0.066842876 0.368452572 128 128 128 1.0
1064 0.016693787 0.052261829 0.423813505 128 128 128 1.0
1065 -0.056845621 0.039382454 0.559686978 128 128 128 1.0
1066 -0.007175202 -0.020443473 0.294602405 128 128 128 1.0
1067 -0.115885138 0.095110914 0.354877233 128 128 128 1.0
1068 0.023970208 0.147586742 0.550735139 128 128 128 1.0
1069 -0.071083674 0.084364681 0.399907635 128 128 128 1.0
1070 0.031967389 0.038398298 0.348276972 128 128 128 1.0
1071 0.127302651 0.049331870 0.377762382 128 128 128 1.0
1072 0.099953936 0.071926323 0.387023461 128 128 128 1.0
1073 0.026364406 0.140676311 0.390984207 128 128 128 1.0
1074 -0.006961859 -0.068347884 0.322703680 128 128 128 1.0
1075 -0.083752066 0.008836625 0.370786944 128 128 128 1.0
1076 -0.163833139 0.001689306 0.402152759 128 128 128 1.0
1077 0.013543022 -0.076155815 0.451714025 128 128 128 1.0
1078 -0.055499000 -0.098059860 0.263746125 128 128 128 1.0
1079 -0.000959089 0.078830791 0.443438209 128 128 128 1.0
1080 0.016965197 -0.095312257 0.297625324 128 128 128 1.0
1081 -0.071661748 -0.014122494 0.208210132 128 128 128 1.0
1082 0.009020006 0.051723552 0.338186665 128 128 128 1.0
1083 0.036911410 -0.074995773 0.233707247 128 128 128 1.0
1084 -0.050881302 0.092644692 0.432472371 128 128 128 1.0
1085 -0.036476947 0.096370166 0.324073177 128 128 128 1.0
1086 0.121013671 0.038668695 0.313899437 128 128 128 1.0
1087 0.063675380 -0.061926615 0.275180006 128 128 128 1.0
1088 -0.116044441 0.020686777 0.345747276 128 128 128 1.0
1089 -0.006169061 -0.032788170 0.465030774 128 128 128 1.0
1090 -0.033888476 -0.057872995 0.449688985 128 128 128 1.0
1091 0.113702701 0.027108703 0.210797776 128 128 128 1.0
1092 -0.047976879 0.049032252 0.351417881 128 128 128 1.0
1093 0.124326046 -0.109353162 0.404270478 128 128 128 1.0
1094 -0.050162661 0.105843313 0.343990643 128 128 128 1.0
1095 0.082451664 -0.051802327 0.237240095 128 128 128 1.0
1096 -0.088830647 -0.048535923 0.268014909 128 128 128 1.0
1097 0.096036907 0.107112836 0.371843718 128 128 128 1.0
1098 -0.082735607 -0.009469660 0.295121967 128 128 128 1.0
1099 0.116325957 0.025275481 0.389154923 128 128 128 1.0
1100 -0.031974649 -0.160905728 0.288309252 128 128 128 1.0
1101 -0.089330574 0.029620384 0.357723222 128 128 128 1.0
1102 -0.064130184 -0.031088712 0.475318140 128 128 128 1.0
1103 -0.076747445 -0.073436336 0.331732617 128 128 128 1.0
1104 -0.055930954 -0.034299789 0.392515896 128 128 128 1.0
1105 0.138577932 -0.142359513 0.348540452 128 128 128 1.0
1106 0.003315082 -0.006714569 0.335031124 128 128 128 1.0
1107 -0.027229636 0.080335425 0.312788990 128 128 128 1.0
1108 -0.010185275 -0.000009093 0.358599646 128 128 128 1.0
1109 -0.013669102 0.079939673 0.349305696 128 128 128 1.0
1110 0.013924871 -0.004116252 0.269758046 128 128 128 1.0
1111 -0.066397379 -0.084000570 0.365411886 128 128 128 1.0
1112 -0.057079472 -0.084911031 0.369048472 128 128 128 1.0
1113 0.042002538 -0.140864735 0.485173826 128 128 128 1.0
1114 0.002582491 -0.008413388 0.435342015 128 128 128 1.0
1115 0.005584991 -0.048308717 0.525565949 128 128 128 1.0
1116 -0.085951663 -0.007809670 0.417775580 128 128 128 1.0
1117 -0.085571638 -0.008162238 0.380925193 128 128 128 1.0
1118 0.192131787 -0.071423774 0.346187070 128 128 128 1.0
1119 0.052696570 0.006483628 0.253772217 128 128 128 1.0
1120 0.032650317 0.008603996 0.385650497 128 128 128 1.0
1121 0.090517290 0.081055710 0.382620990 128 128 128 1.0
1122 0.024846895 -0.087877737 0.339254814 128 128 128 1.0
1123 0.017625728 -0.032081220 0.357808698 128 128 128 1.0
1124 -0.066025593 0.122746112 0.522166337 128 128 128 1.0
1125 -0.031163693 0.032028681 0.331267257 128 128 128 1.0
1126 0.101028884 0.034799751 0.356186681 128 128 128 1.0
1127 -0.017893040 0.010090188 0.269970356 128 128 128 1.0
1128 0.054042599 -0.057119593 0.392790550 128 128 128 1.0
1129 0.010370811 0.087595450 0.348640574 128 128 128 1.0
1130 0.081845679 -0.073788219 0.398755577 128 128 128 1.0
1131 -0.017927722 0.015537432 0.355739962 128 128 128 1.0
1132 0.074903290 -0.161569000 0.375846539 128 128 128 1.0
1133 -0.119559891 0.096545347 0.192180544 128 128 128 1.0
1134 -0.080302543 -0.133910333 0.481138888 128 128 128 1.0
1135 -0.103119882 0.009113160 0.307136588 128 128 128 1.0
1136 -0.143980992 -0.026983040 0.403018820 128 128 128 1.0
1137 -0.014741466 0.075286399 0.321046019 128 128 128 1.0
1138 0.000548677 -0.030783900 0.377485465 128 128 128 1.0
1139 0.151912944 0.028979247 0.365555301 128 128 128 1.0
1140 -0.049473173 -0.060438430 0.467125544 128 128 128 1.0
1141 -0.088979076 -0.073051348 0.342203907 128 128 128 1.0
1142 -0.034104835 0.156495124 0.160701446 128 128 128 1.0
1143 0.028908970 0.057016836 0.260360513 128 128 128 1.0
1144 -0.051566170 0.034608797 0.480361048 128 128 128 1.0
1145 -0.073641070 -0.126337781 0.427797566 128 128 128 1.0
1146 0.121899461 -0.026802527 0.172897058 128 128 128 1.0
1147 0.116149158 -0.015882431 0.439911862 128 128 128 1.0
1148 -0.003478549 -0.030051724 0.313846985 128 128 128 1.0
1149 0.117875601 0.114756102 0.178972030 128 128 128 1.0
1150 -0.074900398 0.142166306 0.320616524 128 128 128 1.0
1151 -0.108837872 0.000357259 0.341330656 128 128 128 1.0
1152 -0.007787603 -0.038365031 0.325193840 128 128 128 1.0
1153 -0.036472620 0.026712532 0.284980811 128 128 128 1.0
1154 -0.023171544 -0.011525912 0.454459273 128 128 128 1.0
1155 0.029872891 -0.008776022 0.392895038 128 128 128 1.0
1156 0.032489463 0.087026789 0.390521057 128 128 128 1.0
1157 0.143512856 0.107569364 0.346719887 128 128 128 1.0
1158 -0.033160771 0.070604460 0.391330323 128 128 128 1.0
1159 -0.007565517 -0.118156123 0.203410093 128 128 128 1.0
1160 0.027860684 0.061667381 0.414274839 128 128 128 1.0
1161 -0.102973741 0.082987507 0.307267415 128 128 128 1.0
1162 0.031073722 0.033335310 0.285801085 128 128 128 1.0
1163 -0.047306004 -0.165844219 0.276660756 128 128 128 1.0
1164 -0.144203365 0.034988571 0.354913353 128 128 128 1.0
1165 0.073124166 0.028523378 0.299219383 128 128 128 1.0
1166 0.027696085 -0.031234009 0.398724935 128 128 128 1.0
1167 0.025229837 -0.079085858 0.350175926 128 128 128 1.0
1168 0.004426724 -0.024616876 0.421592526 128 128 128 1.0
1169 0.137044072 -0.029418697 0.321944121 128 128 128 1.0
1170 -0.179845054 -0.010313553 0.315105384 128 128 128 1.0
1171 -0.172894332 0.023079494 0.397281056 128 128 128 1.0
1172 -0.058728539 -0.029808986 0.272681295 128 128 128 1.0
1173 0.061003370 -0.121395519 0.324939097 128 128 128 1.0
1174 0.156085773 0.004127035 0.387434548 128 128 128 1.0
1175 -0.011732330 -0.093954069 0.347386297 128 128 128 1.0
1176 0.032517894 -0.081811331 0.377329113 128 128 128 1.0
1177 0.099592802 0.085575152 0.223380378 128 128 128 1.0
1178 -0.078022367 -0.129094346 0.435692416 128 128 128 1.0
1179 0.048826348 0.056251245 0.279731976 128 128 128 1.0
1180 -0.093333277 0.006152619 0.358078692 128 128 128 1.0
1181 -0.068340273 0.011374071 0.401565444 128 128 128 1.0
1182 0.018241262 -0.083150363 0.180987027 128 128 128 1.0
1183 -0.020710396 0.013148393 0.329193296 128 128 128 1.0
1184 -0.034268011 -0.055315616 0.407251041 128 128 128 1.0
1185 -0.004189974 0.009857646 0.272278110 128 128 128 1.0
1186 -0.049633734 0.013103832 0.269566573 128 128 128 1.0
1187 -0.100743918 -0.026332080 0.446077662 128 128 128 1.0
1188 0.015276142 0.116767961 0.339478188 128 128 128 1.0
1189 -0.024805229 -0.111378991 0.303902036 128 128 128 1.0
1190 0.114814699 0.026204022 0.408649688 128 128 128 1.0
1191 0.056407827 -0.000763635 0.333615521 128 128 128 1.0
1192 0.009534686 0.053704167 0.386629297 128 128 128 1.0
1193 0.039357777 0.012331534 0.288405287 128 128 128 1.0
1194 -0.020927634 -0.075316246 0.430372629 128 128 128 1.0
1195 -0.168163513 -0.017429113 0.540976923 128 128 128 1.0
1196 -0.027322764 -0.090782770 0.348563607 128 128 128 1.0
1197 0.103150109 -0.012836033 0.399067904 128 128 128 1.0
1198 0.007996239 -0.029829845 0.602023029 128 128 128 1.0
1199 0.005692051 -0.042972619 0.310801334 128 128 128 1.0
1200 0.030445960 0.032737392 0.411760929 128 128 128 1.0
1201 0.011291523 -0.114529454 0.392553757 128 128 128 1.0
1202 -0.024717067 -0.022888013 0.231367164 128 128 128 1.0
1203 -0.045881979 -0.058147057 0.347082893 128 128 128 1.0
1204 -0.116273524 0.004052503 0.359946879 128 128 128 1.0
1205 -0.089581428 -0.049972509 0.281395715 128 128 128 1.0
1206 0.072609159 -0.202261112 0.322534010 128 128 128 1.0
1207 -0.132842140 -0.034533728 0.417739267 128 128 128 1.0
1208 -0.050448902 0.011071089 0.282418015 128 128 128 1.0
1209 0.155158609 0.073055706 0.440175311 128 128 128 1.0
1210 -0.106254515 -0.088086310 0.436380604 128 128 128 1.0
1211 -0.015549454 -0.020633764 0.376702665 128 128 128 1.0
1212 -0.100414161 0.061829349 0.351465917 128 128 128 1.0
1213 0.038339212 -0.053649121 0.391058389 128 128 128 1.0
1214 -0.056390530 0.076350448 0.440371695 128 128 128 1.0
1215 0.072950849 0.041317093 0.400705300 128 128 128 1.0
1216 -0.216474192 0.066790736 0.328076811 128 128 128 1.0
1217 0.007595599 -0.022696491 0.238709039 128 128 128 1.0
1218 -0.043090669 0.052682786 0.463389567 128 128 128 1.0
1219 -0.049833781 -0.072317719 0.466140983 128 128 128 1.0
1220 -0.070605544 0.165890877 0.354051891 128 128 128 1.0
1221 -0.070672723 0.078747009 0.485467909 128 128 128 1.0
1222 -0.114779808 0.124716967 0.327487585 128 128 128 1.0
1223 0.118906365 -0.030437155 0.223824547 128 128 128 1.0
1224 0.040157369 0.074126248 0.517677029 128 128 128 1.0
1225 0.137887818 0.055619365 0.330983416 128 128 128 1.0
1226 -0.041652130 -0.023589836 0.283525422 128 128 128 1.0
1227 -0.021964162 -0.203562194 0.364309445 128 128 128 1.0
1228 -0.002314808 0.205269951 0.410699279 128 128 128 1.0
1229 -0.038417619 0.045178751 0.251938711 128 128 128 1.0
1230 -0.048215353 -0.149407577 0.464900762 128 128 128 1.0
1231 0.047467198 -0.094046742 0.345160994 128 128 128 1.0
1232 0.075981456 0.039608687 0.380582163 128 128 128 1.0
1233 -0.068627375 -0.050979608 0.357612188 128 128 128 1.0
1234 0.073620441 -0.066309351 0.260287997 128 128 128 1.0
1235 0.091522394 -0.074424987 0.436172936 128 128 128 1.0
1236 0.019444389 0.070483786 0.489550415 128 128 128 1.0
1237 0.055093083 0.062082552 0.276573190 128 128 128 1.0
1238 -0.055614854 0.051515722 0.472740866 128 128 128 1.0
1239 0.111368166 0.185333235 0.374871262 128 128 128 1.0
1240 0.016222701 0.080496148 0.351513097 128 128 128 1.0
1241 -0.004997469 -0.083789192 0.429297611 128 128 128 1.0
1242 -0.085759822 0.040980807 0.236466061 128 128 128 1.0
1243 0.087706929 -0.082304626 0.417478574 128 128 128 1.0
1244 -0.127146838 -0.035185283 0.444267632 128 128 128 1.0
1245 -0.064427650 0.005375281 0.311725520 128 128 128 1.0
1246 -0.184754424 0.024644726 0.384580680 128 128 128 1.0
1247 -0.088621779 0.045894904 0.286344392 128 128 128 1.0
1248 -0.080271750 0.000548284 0.295486804 128 128 128 1.0
1249 0.183394688 -0.124393731 0.409075201 128 128 128 1.0
1250 0.079112585 -0.158341690 0.211401270 128 128 128 1.0
1251 0.044991271 -0.038520941 0.380685028 128 128 128 1.0
1252 0.091155766 -0.029771856 0.264882745 128 128 128 1.0
1253 -0.218355283 0.016367976 0.275710749 128 128 128 1.0
1254 0.025070823 0.018529790 0.239242576 128 128 128 1.0
1255 0.137910071 0.086660664 0.417861710 128 128 128 1.0
1256 -0.094757833 -0.032594423 0.306245638 128 128 128 1.0
1257 -0.033180839 -0.089928619 0.384771761 128 128 128 1.0
1258 0.018338682 0.029229775 0.309524018 128 128 128 1.0
1259 0.103281461 0.015019317 0.130974392 128 128 128 1.0
1260 -0.051209105 -0.004560155 0.427226070 128 128 128 1.0
1261 -0.024057515 -0.020006846 0.296974699 128 128 128 1.0
1262 0.053244267 -0.035806976 0.301723981 128 128 128 1.0
1263 -0.059372474 0.044526518 0.307362027 128 128 128 1.0
1264 -0.134071795 0.049812541 0.293893106 128 128 128 1.0
1265 0.028560218 0.029902812 0.446288558 128 128 128 1.0
1266 0.083562434 -0.046002368 0.336689233 128 128 128 1.0
1267 -0.103232486 0.134186613 0.385330177 128 128 128 1.0
1268 0.111553498 -0.025519695 0.186068446 128 128 128 1.0
1269 0.122537013 0.007449409 0.360654808 128 128 128 1.0
1270 0.004437053 0.051573930 0.392650663 128 128 128 1.0
1271 -0.127242924 0.086951476 0.307683701 128 128 128 1.0
1272 -0.037363844 0.138194299 0.423644689 128 128 128 1.0
1273 -0.027054844 -0.148511371 0.362930982 128 128 128 1.0
1274 0.043092466 -0.006442841 0.250316875 128 128 128 1.0
1275 -0.063255037 -0.100417688 0.367231723 128 128 128 1.0
1276 0.065553356 0.082031918 0.291421769 128 128 128 1.0
1277 0.018802023 0.044325584 0.309108069 128 128 128 1.0
1278 -0.011880591 0.169909311 0.366409841 128 128 128 1.0
1279 0.070636714 -0.034786743 0.353340595 128 128 128 1.0
1280 -0.137146313 -0.002005585 0.445382237 128 128 128 1.0
1281 0.167911886 0.095731282 0.404948476 128 128 128 1.0
1282 0.004237147 -0.047997530 0.337178278 128 128 128 1.0
1283 0.049026882 -0.062811435 0.424650001 128 128 128 1.0
1284 -0.078729282 -0.142339513 0.269032078 128 128 128 1.0
1285 -0.133230451 -0.109786861 0.440570673 128 128 128 1.0
1286 -0.016012151 0.017486421 0.442649085 128 128 128 1.0
1287 0.100728135 -0.040367653 0.456285171 128 128 128 1.0
1288 0.030767821 0.000266126 0.385367914 128 128 128 1.0
1289 -0.114050130 -0.062888092 0.341348604 128 128 128 1.0
1290 0.048776611 -0.029762484 0.339814499 128 128 128 1.0
1291 0.077554768 0.112936130 0.411370644 128 128 128 1.0
1292 0.101473766 -0.032348787 0.325485194 128 128 128 1.0
1293 0.025468291 -0.024085781 0.309429630 128 128 128 1.0
1294 0.132171547 -0.016094474 0.272718870 128 128 128 1.0
1295 0.038991804 0.146863589 0.356464732 128 128 128 1.0
1296 0.098509836 -0.035027814 0.310694872 128 128 128 1.0
1297 -0.055185684 -0.011472837 0.496907760 128 128 128 1.0
1298 -0.092439614 0.130979106 0.269324193 128 128 128 1.0
1299 -0.018704915 0.066863315 0.400421263 128 128 128 1.0
1300 0.022562413 -0.131949283 0.378978730 128 128 128 1.0
1301 -0.081789176 0.205512730 0.332925717 128 128 128 1.0
1302 0.015097589 -0.091736111 0.311689591 128 128 128 1.0
1303 -0.103283373 0.078522619 0.329042205 128 128 128 1.0
1304 0.045012865 -0.054766979 0.309908602 128 128 128 1.0
1305 0.103054452 -0.077735462 0.205884478 128 128 128 1.0
1306 0.032499213 -0.091306657 0.314842688 128 128 128 1.0
1307 0.072926671 -0.065487714 0.420276006 128 128 128 1.0
1308 -0.054498035 0.119254305 0.456008240 128 128 128 1.0
1309 -0.037711633 -0.017058253 0.283445158 128 128 128 1.0
1310 0.016000159 0.091933639 0.234259455 128 128 128 1.0
1311 0.073395876 -0.105914933 0.281222351 128 128 128 1.0
1312 -0.143016301 0.168395645 0.354696136 128 128 128 1.0
1313 0.019580213 -0.054089245 0.435357333 128 128 128 1.0
1314 -0.168254140 0.002133234 0.526537980 128 128 128 1.0
1315 -0.030564321 0.001371804 0.403778639 128 128 128 1.0
1316 -0.064916054 0.001827613 0.426879615 128 128 128 1.0
1317 0.015551323 0.029678965 0.322045247 128 128 128 1.0
1318 0.025248085 0.004461253 0.466405192 128 128 128 1.0
1319 0.057951561 -0.019494546 0.154255002 128 128 128 1.0
1320 0.057257772 0.060421254 0.276647362 128 128 128 1.0
1321 -0.159869474 -0.091344564 0.424095101 128 128 128 1.0
1322 -0.085182519 -0.036762012 0.367631525 128 128 128 1.0
1323 0.097949439 -0.001452575 0.341969014 128 128 128 1.0
1324 -0.043907953 0.130452223 0.435276030 128 128 128 1.0
1325 -0.007609872 -0.111726327 0.286776839 128 128 128 1.0
1326 0.046358531 -0.057718214 0.421381836 128 128 128 1.0
1327 0.028916683 0.023412111 0.402275582 128 128 128 1.0
1328 0.039887028 -0.068414203 0.323933598 128 128 128 1.0
1329 0.187185287 -0.096628526 0.312036403 128 128 128 1.0
